start;end;Project;Country;Watershed;siteID;W1stvex;W2stvex;status;landuse;type.protection;National.Park;Other.Park.or.general.Reservee.gregional;Natura.2000;Ramsar;Type.of.water.body;Sediment.type;Capture.your.location;latitude;longitude;altitude;precision;Sampling.Time;Sampling.Date;Water.TemperatureC;pH;SPC;Cond;O2%;dO2;Turbidity;Turbidity.Units;leafsp;Quercusoak;Piceaspruce;Acermaple;Ulmuselm;Fagusbeech;Betulabirch;Populuspoplar;Salixwillow;Fraxinusash;Pinuspine;Otherdefine.in.comments.at.end;Additional.field.notes.or.comments;id;uuid;submissiontime;validationstatus;notes;status.1;submittedby;version;tags;index
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-08T15:08:43.848+01:00;2024-05-31T15:26:27.683+02:00;FUNACTION;Switzerland;Engadin (EG);EN01T1;2400;NA;Non-protected area;Urban-residential;;NA;NA;NA;NA;Stream or river (lotic);gravel;46.40821 9.703104 1800 4.6;46.40821;9.703104;1800;4.6;11:45:00.000+01:00;2023-10-17;5;7.85;NA;197.7;103.9;10.76;NA;;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;water body: lotic of small size; leaf litter: Alnus viridis, Sorbus aucuparia;286200472;c705cda5-8a7a-4871-be2b-1834b72b7182;2023-11-09T14:11:57;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;103
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T15:11:36.392+01:00;2024-05-31T15:30:36.903+02:00;FUNACTION;Switzerland;Engadin (EG);EN02T1;2500;NA;Non-protected area;;;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);46.45015 9.806441 1794 4.7;46.45015;9.806441;1794;4.7;15:20:00.000+01:00;2023-10-17;3.5;8.28;NA;137.6;97.7;10.52;NA;;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;sediment type: gravel, rock; water body: lotic of medium size; leaf litter: Alnus viridis, Larix; verify pictures;286203213;fd85f48e-9786-492c-b48d-16687efcc5ec;2023-11-09T14:21:08;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;104
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T15:21:06.929+01:00;2024-05-31T15:35:05.578+02:00;FUNACTION;Switzerland;Engadin (EG);EN03T1;1400;NA;Non-protected area;Urban-residential;;NA;NA;NA;NA;Lake or pond (lentic);sand;46.44974 9.805772 1791 3.8;46.44974;9.805772;1791;3.8;14:10:00.000+01:00;2023-10-17;11;8.25;NA;144.5;100.1;8.9;NA;;Pinus (pine);0;0;0;0;0;0;0;0;0;1;0;land use: urban, low-intensity agriculture-animal; sediment type: sand, gravel;286205334;4b70602a-63eb-45a3-9b6d-a7318e87b9ef;2023-11-09T14:27:48;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;105
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T15:27:47.508+01:00;2024-05-31T15:39:03.188+02:00;FUNACTION;Switzerland;Engadin (EG);EN04T1;NA;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);46.45995 9.793039 1793 4.1;46.45995;9.793039;1793;4.1;16:40:00.000+01:00;2023-10-17;5.8;8.43;NA;127.3;98;9.89;NA;;Salix (willow) Other (define in comments at end);0;0;0;0;0;0;0;1;0;0;1;leaf litter: Alnus;286209751;69511593-aa8c-494f-b2c0-7ffda9a0aa94;2023-11-09T14:43:38;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;106
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T15:43:36.454+01:00;2024-05-31T15:41:36.937+02:00;FUNACTION;Switzerland;Engadin (EG);EN05T1;2500;NA;Protected area;Agriculture-plant;Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);sand;46.47958 9.892162 1838 4.7;46.47958;9.892162;1838;4.7;14:15:00.000+01:00;2023-10-23;5.5;7.17;NA;79.1;92.2;9.43;NA;;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;sediment type: sand, rock; protection: smaract; leaf litter: Alnus viridis, Sorbus aucuparia; probably the stream is connected to main river; there were flood events 2-3 days ago;286213803;c0f6ede8-7e9a-4a39-9db0-51f6259c4618;2023-11-09T14:54:25;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;107
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T15:54:22.540+01:00;2024-05-31T15:45:24.850+02:00;FUNACTION;Switzerland;Engadin (EG);EN06T1;1250;NA;Non-protected area;Urban-residential;;NA;NA;NA;NA;Lake or pond (lentic);silt or mud;46.47449 9.819984 1809 4;46.47449;9.819984;1809;4;12:02:00.000+01:00;2023-10-23;7.7;7.32;NA;83.5;89.4;8.63;NA;;Betula (birch) Other (define in comments at end);0;0;0;0;0;1;0;0;0;0;1;water body: big pond / small lake; protection: to verify; leaf litter: Sorbus, Larix; observations: strong rain 2/3 days before sampling;286219450;b596c858-f2a8-4059-b867-6cd8cfaf61cd;2023-11-09T15:09:16;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;108
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:09:14.713+01:00;2024-05-31T15:49:00.703+02:00;FUNACTION;Switzerland;Engadin (EG);EN08T1;1100;NA;Non-protected area;Agriculture-plant;;NA;NA;NA;NA;Stream or river (lotic);gravel;46.55303 9.900359 1687 4.6;46.55303;9.900359;1687;4.6;13:32:00.000+01:00;2023-10-19;10.1;8.47;NA;190.2;102.5;9.33;NA;;Salix (willow) Other (define in comments at end);0;0;0;0;0;0;0;1;0;0;1;land use: low-intensity agriculture-animal-plant; leaf litter: Alnus viridis;286221505;22202795-2068-45b1-a83a-3fe2ece87c5c;2023-11-09T15:15:25;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;109
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:15:23.898+01:00;2024-05-31T15:52:15.165+02:00;FUNACTION;Switzerland;Engadin (EG);EN09T1;2500;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);sand;46.5887 9.980795 2095 4.1;46.5887;9.980795;2095;4.1;15:40:00.000+01:00;2023-10-23;5.8;8.44;NA;260;97.4;9.58;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sediment type: sand, rock; observations: snow fall few days before sampling;286223983;c7507934-2897-4f44-83ea-6e8cbaf81fb7;2023-11-09T15:21:56;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;110
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:21:54.504+01:00;2024-05-31T15:59:26.044+02:00;FUNACTION;Switzerland;Engadin (EG);EN10T1;2500;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);46.59371 9.952202 1675 4.6;46.59371;9.952202;1675;4.6;17:00:00.000+01:00;2023-10-19;8.5;8.56;NA;235;99.4;9.42;NA;;Salix (willow);0;0;0;0;0;0;0;1;0;0;0;;286225625;9b211449-441a-453b-ac21-6d514a123eaa;2023-11-09T15:27:05;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;111
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:27:02.987+01:00;2024-05-31T16:01:44.806+02:00;FUNACTION;Switzerland;Engadin (EG);EN11T1;1150;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);sand;46.59196 9.949197 1668 3.5;46.59196;9.949197;1668;3.5;16:20:00.000+01:00;2023-10-19;9.8;8.29;NA;238;100.3;9.22;NA;;Populus (poplar) Salix (willow);0;0;0;0;0;0;1;1;0;0;0;sediment type: sand, rock;;286227216;48cad67c-ac47-46b3-977d-d95c46f5b7cc;2023-11-09T15:31:35;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;112
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:31:33.896+01:00;2024-05-31T16:04:32.479+02:00;FUNACTION;Switzerland;Engadin (EG);EN12T1;2500;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);46.60692 10.025 1758 4.4;46.60692;10.025;1758;4.4;10:08:00.000+01:00;2023-10-19;6.2;8.46;NA;825;99.6;9.93;NA;;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;sediment type: rock, sand; leaf litter: Alnus glutinosa;286229348;84d67b59-26cd-4f2d-8226-f0ab78af7fc1;2023-11-09T15:37:52;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;113
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:37:50.846+01:00;2024-05-31T16:07:44.866+02:00;FUNACTION;Switzerland;Engadin (EG);EN13T1;2500;NA;Protected area;;National Park;1;0;0;0;Stream or river (lotic);gravel;46.60654 10.04028 1793 3.5;46.60654;10.04028;1793;3.5;08:58:00.000+01:00;2023-10-19;5.7;8.4;NA;357;98.6;9.91;NA;;Betula (birch) Salix (willow);0;0;0;0;0;1;0;1;0;0;0;observations: wood, needles;286232124;80dfa033-d756-4890-8f6e-fa5ea7be5ab0;2023-11-09T15:44:36;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;114
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:44:35.000+01:00;2024-05-31T16:11:18.924+02:00;FUNACTION;Switzerland;Engadin (EG);EN14T1;1250;NA;Protected area;;National Park;1;0;0;0;Stream or river (lotic);rock (typically larger than adult fist);46.64047 10.17487 1745 4.1;46.64047;10.17487;1745;4.1;11:30:00.000+01:00;2023-10-18;4.5;8.5;NA;472;100.8;10.61;NA;;Betula (birch);0;0;0;0;0;1;0;0;0;0;0;sediment type: rock, a bit of gravel; observations: wood, needles, bark;286233629;254f9bfd-4b48-40b5-8143-c12246530f18;2023-11-09T15:49:32;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;115
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:49:31.585+01:00;2024-05-31T16:14:36.797+02:00;FUNACTION;Switzerland;Engadin (EG);EN15T1;250;NA;Protected area;;National Park;1;0;0;0;Lake or pond (lentic);sand;46.66258 10.21159 1815 4;46.66258;10.21159;1815;4;14:05:00.000+01:00;2023-10-18;3.5;7.08;NA;1980;30.1;3.21;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;verify coordinates; leaf litter: unidentified;286235252;1927715e-d746-492f-99fd-23e557f30ee0;2023-11-09T15:56:08;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;116
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T16:56:06.748+01:00;2024-05-31T16:17:11.171+02:00;FUNACTION;Switzerland;Engadin (EG);EN16T1;2500;NA;Protected area;;National Park;1;0;0;0;Stream or river (lotic);gravel;46.66428 10.20511 1765 4.6;46.66428;10.20511;1765;4.6;16:25:00.000+01:00;2023-10-18;7.2;8.12;NA;266;99.9;9.76;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;leaf litter: woods, needle, branches, unidentified; to validate coordinates;286237283;5416f8c0-8521-4de7-b597-728c2ee39211;2023-11-09T16:02:00;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;117
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:01:58.523+01:00;2024-05-31T16:19:35.286+02:00;FUNACTION;Switzerland;Engadin (EG);EN17T1;1900;NA;Protected area;;National Park;1;0;0;0;Lake or pond (lentic);silt or mud;46.66441 10.20431 1770 4.2;46.66441;10.20431;1770;4.2;15:40:00.000+01:00;2023-10-18;9.3;7.88;NA;350;95.8;8.89;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;leaf litter: needles, branches, macrophytes;286238857;12d20e7b-3ebf-415a-8063-a0d3e80d903d;2023-11-09T16:07:06;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;118
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:13:46.853+01:00;2023-11-09T17:23:26.987+01:00;FUNACTION;Sweden;Lulealven (KU);LU12T1;438;434;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);sand;67.1446 19.59205 0 0;67.1446;19.59205;0;0;15:20:00.000+01:00;2023-10-11;0.3;5;12;6.3;94.2;13.65;8.9;FNU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;litter = unknown. Main streambed was rock, but was sand where sampled;286243976;ba709f5a-3b08-4291-8a28-9fb36fe32df4;2023-11-09T16:23:28;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;119
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:23:27.006+01:00;2023-11-09T17:34:45.067+01:00;FUNACTION;Sweden;Lulealven (KU);LU13T1;19;17;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);National Park;1;0;0;0;Lake or pond (lentic);silt or mud;67.13912 19.59585 0 0;67.13912;19.59585;0;0;15:42:00.000+01:00;2023-10-11;-0.2;5;5.5;2.9;80.7;11.88;69.1;FNU;Betula (birch);0;0;0;0;0;1;0;0;0;0;0;marshy near shore.;286247232;7c1aaf90-2d1d-4308-a6df-41928f7baf3b;2023-11-09T16:34:47;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;120
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:34:45.090+01:00;2023-11-09T17:43:26.737+01:00;FUNACTION;Sweden;Lulealven (KU);LU14T1;1920;1920;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);66.9461412 18.5950078 0 0;66.9461412;18.5950078;0;0;10:23:00.000+01:00;2023-10-12;2;5;23.6;13.2;95.4;13.21;0.6;FNU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;litter = unknown. Small side creek joined main channel around sampling point. If facing upstream in the main channel, silt and 2 leaves came from the side creek to the right.;286249468;57e4a50d-404b-4210-9972-8e02dd593ecb;2023-11-09T16:43:32;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;121
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:43:26.756+01:00;2023-11-09T17:52:43.504+01:00;FUNACTION;Sweden;Lulealven (KU);LU15T1;133;114;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Lake or pond (lentic);rock (typically larger than adult fist);66.86533 18.82093 0 0;66.86533;18.82093;0;0;11:25:00.000+01:00;2023-10-12;1.9;5;17.6;9.9;78.6;10.91;24.9;FNU;Betula (birch) Other (define in comments at end);0;0;0;0;0;1;0;0;0;0;1;Litter included unknown understory bushes. Ice was 3-4 cm thick.;286252501;5f13f0a4-e436-4b82-ac25-96863182a122;2023-11-09T16:52:44;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;122
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:52:43.524+01:00;2023-11-09T18:03:47.253+01:00;FUNACTION;Sweden;Lulealven (KU);LU16T1;1272;1285;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Lake or pond (lentic);rock (typically larger than adult fist);66.84178 19.02637 0 0;66.84178;19.02637;0;0;11:57:00.000+01:00;2023-10-12;4;5;25.5;15.2;91.5;12.01;-0.7;FNU;Betula (birch);0;0;0;0;0;1;0;0;0;0;0;;286256905;782224a8-94e3-46e7-ad59-c2e7bff09461;2023-11-09T17:03:48;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;123
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T18:03:47.274+01:00;2023-11-09T18:14:37.399+01:00;FUNACTION;Sweden;Lulealven (KU);LU17T1;518;480;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);66.81264 19.27876 0 0;66.81264;19.27876;0;0;12:36:00.000+01:00;2023-10-12;1.3;5;18.5;10.1;90.9;12.81;-0.9;FNU;Betula (birch);0;0;0;0;0;1;0;0;0;0;0;was able to collect small gravel as sediment;286261353;7adaa99e-aa3d-4f1c-b717-e4704d82e6b8;2023-11-09T17:14:38;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;124
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T18:14:37.420+01:00;2023-11-09T18:22:30.843+01:00;FUNACTION;Sweden;Lulealven (KU);LU18T1;380;360;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);gravel;66.79781 19.16409 0 0;66.79781;19.16409;0;0;13:36:00.000+01:00;2023-10-12;2.3;5;15.8;8.9;97.9;13.44;0.2;FNU;Other (define in comments at end);0;0;0;0;0;0;0;0;0;0;1;litter = understory plants. Small creek that drains pond. sampled ~45m from pond.;286264370;f750e635-6071-4cc8-b66d-1d11c73f1e70;2023-11-09T17:22:32;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;125
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T18:22:30.862+01:00;2023-11-09T18:29:00.782+01:00;FUNACTION;Sweden;Lulealven (KU);LU19T1;1277;1299;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);66.76196 19.23302 0 0;66.76196;19.23302;0;0;14:18:00.000+01:00;2023-10-12;0.9;5;19.6;10.6;95;13.53;-0.2;FNU;Betula (birch);0;0;0;0;0;1;0;0;0;0;0;some gravel sediment was collected;286266899;839aaf55-9a97-4856-83fe-f1e79eab823d;2023-11-09T17:29:02;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;126
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T18:29:00.800+01:00;2023-11-09T18:38:06.368+01:00;FUNACTION;Sweden;Lulealven (KU);LU20T1;159;195;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Lake or pond (lentic);silt or mud;66.74821 19.20129 0 0;66.74821;19.20129;0;0;14:57:00.000+01:00;2023-10-12;3.7;5;43.7;25.9;71.4;9.45;6.3;FNU;Betula (birch) Pinus (pine) Other (define in comments at end);0;0;0;0;0;1;0;0;0;1;1;other litter = understory unknown. Ice was about 2 cm thick. Pond is very near large dam. Was all roots where sampled, too many layers of roots to access the sediment.;286270276;758611e5-6e18-4136-a006-a7ad2a6713e5;2023-11-09T17:38:08;;NA;submitted_via_web;jand_bio;v5CxJWaLSUmsdhg44TWR9i;NA;127
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-09T17:07:04.755+01:00;2024-05-31T16:21:41.688+02:00;FUNACTION;Switzerland;Engadin (EG);EN18T1;1100;NA;Protected area;;National Park;1;0;0;0;Lake or pond (lentic);sand;46.66759 10.16134 1630 4.2;46.66759;10.16134;1630;4.2;08:45:00.000+01:00;2023-10-18;6.9;8.16;NA;312;103.3;10.38;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sediment type: sand, gravel; land use: hydropower; leaf litter: unidentified, branches, needles, bark;286395618;974bd5fa-5776-488b-9bc1-c0465564b6ac;2023-11-10T08:07:33;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;128
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-10T09:06:39.190+01:00;2024-05-31T16:23:49.853+02:00;FUNACTION;Switzerland;Engadin (EG);EN19T1;550;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);rock (typically larger than adult fist);46.67578 10.06495 1495 4.2;46.67578;10.06495;1495;4.2;15:35:00.000+01:00;2023-10-25;8.7;8.3;NA;181;98.8;9.53;NA;;Salix (willow) Other (define in comments at end);0;0;0;0;0;0;0;1;0;0;1;land use: agriculture-animal, urban; sediment type: rock, sand; leaf litter: Alnus viridis, Larix;286398441;e71dab75-57fa-434f-8335-9c5490c023cb;2023-11-10T08:18:37;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;129
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2023-11-10T09:18:35.996+01:00;2024-05-31T16:25:49.113+02:00;FUNACTION;Switzerland;Engadin (EG);EN20T1;1100;NA;Non-protected area;Agriculture-animal;;NA;NA;NA;NA;Stream or river (lotic);silt or mud;46.69594 10.10245 1475 4.6;46.69594;10.10245;1475;4.6;17:10:00.000+01:00;2023-10-23;6.8;8.36;NA;358;96.9;9.96;NA;;Salix (willow) Other (define in comments at end);0;0;0;0;0;0;0;1;0;0;1;land use: low-intensity agriculture-animal; shooting range; sediment type: silt/mud, gravel; leaf litter: Alnus viridis; observations: a lot of silt in the filter maybe due to flood that occurred three days before sampling;286400086;a84d4a33-250e-4521-88c6-19056e288dec;2023-11-10T08:24:54;;NA;submitted_via_web;drmujalli;v5CxJWaLSUmsdhg44TWR9i;NA;130
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
